https://zh.wikisource.org/zh-hant/%E5%B8%B8%E7%94%A8%E5%9C%8B%E5%AD%97%E6%A8%99%E6%BA%96%E5%AD%97%E9%AB%94%E8%A1%A8
流水序	教育部字號	Unicode	常用字
04037	A04037	8E59	蹙
04038	A04038	8E63	蹣
04039	A04039	8E66	蹦
04040	A04040	8E64	蹤
04041	A04041	8E7C	蹼
04042	A04042	8E72	蹲
04043	A04043	8E87	躇
04044	A04044	8E76	蹶
04045	A04045	8E6C	蹬
04046	A04046	8E7A	蹺
04047	A04047	8E89	躉
04048	A04048	8E81	躁
04049	A04049	8E85	躅
04050	A04050	8E82	躂
04051	A04051	8E8A	躊
04052	A04052	8E8D	躍
04053	A04053	8E91	躑
04054	A04054	8EA1	躡
04055	A04055	8EAA	躪
04056	A04056	8EAB	身
04057	A04057	8EAC	躬
04058	A04058	8EB2	躲
04059	A04059	8EBA	躺
04060	A04060	8EC0	軀
04061	A04061	8ECA	車
04062	A04062	8ECB	軋
04063	A04063	8ECD	軍
04064	A04064	8ECC	軌
04065	A04065	8ED2	軒
04066	A04066	8ED4	軔
04067	A04067	8EDB	軛
04068	A04068	8EDF	軟
04069	A04069	8EFB	軻
04070	A04070	8EF8	軸
04071	A04071	8EFC	軼
04072	A04072	8F03	較
04073	A04073	8F09	載
04074	A04074	8EFE	軾
04075	A04075	8F0A	輊
04076	A04076	8F14	輔
04077	A04077	8F12	輒
04078	A04078	8F15	輕
04079	A04079	8F13	輓
04080	A04080	8F1D	輝
04081	A04081	8F1B	輛
04082	A04082	8F1F	輟
04083	A04083	8F29	輩
04084	A04084	8F26	輦
04085	A04085	8F2A	輪
04086	A04086	8F1C	輜
04087	A04087	8F3B	輻
04088	A04088	8F2F	輯
04089	A04089	8F38	輸
04090	A04090	8F44	轄
04091	A04091	8F3E	輾
04092	A04092	8F42	轂
04093	A04093	8F45	轅
04094	A04094	8F3F	輿
04095	A04095	8F49	轉
04096	A04096	8F4D	轍
04097	A04097	8F54	轔
04098	A04098	8F4E	轎
04099	A04099	8F5F	轟
04100	A04100	8F61	轡
04101	A04101	8F9B	辛
04102	A04102	8F9C	辜
04103	A04103	8F9F	辟
04104	A04104	8FA3	辣
04105	A04105	8FA8	辨
04106	A04106	8FA6	辦
04107	A04107	8FAD	辭
04108	A04108	8FAF	辯
04109	A04109	8FB0	辰
04110	A04110	8FB1	辱
04111	A04111	8FB2	農
04112	A04112	8FC2	迂
04113	A04113	8FC6	迆
04114	A04114	8FC5	迅
04115	A04115	8FC4	迄
04116	A04116	5DE1	巡
04117	A04117	8FCE	迎
04118	A04118	8FD4	返
04119	A04119	8FD1	近
04120	A04120	8FF0	述
04121	A04121	8FE6	迦
04122	A04122	8FE2	迢
04123	A04123	8FEA	迪
04124	A04124	8FE5	迥
04125	A04125	8FED	迭
04126	A04126	8FEB	迫
04127	A04127	9001	送
04128	A04128	9006	逆
04129	A04129	8FF7	迷
04130	A04130	9000	退
04131	A04131	8FFA	迺
04132	A04132	8FF4	迴
04133	A04133	9003	逃
04134	A04134	8FFD	追
04135	A04135	9005	逅
04136	A04136	9019	這
04137	A04137	900D	逍
04138	A04138	901A	通
04139	A04139	9017	逗
04140	A04140	9023	連
04141	A04141	901F	速
04142	A04142	901D	逝
04143	A04143	9010	逐
04144	A04144	9015	逕
04145	A04145	901E	逞
04146	A04146	9020	造
04147	A04147	900F	透
04148	A04148	9022	逢
04149	A04149	9016	逖
04150	A04150	901B	逛
04151	A04151	9014	途
04152	A04152	902E	逮
04153	A04153	9035	逵
04154	A04154	9031	週
04155	A04155	9038	逸
04156	A04156	9032	進
04157	A04157	904B	運
04158	A04158	904A	遊
04159	A04159	9053	道
04160	A04160	9042	遂
04161	A04161	9054	達
04162	A04162	903C	逼
04163	A04163	9055	違
04164	A04164	9050	遐
04165	A04165	9047	遇
04166	A04166	904F	遏
04167	A04167	904E	過
04168	A04168	904D	遍
04169	A04169	9051	遑
04170	A04170	903E	逾
04171	A04171	9041	遁
04172	A04172	9060	遠
04173	A04173	9058	遘
04174	A04174	905C	遜
04175	A04175	9063	遣
04176	A04176	9059	遙
04177	A04177	905E	遞
04178	A04178	9069	適
04179	A04179	906E	遮
04180	A04180	9068	遨
04181	A04181	906D	遭
04182	A04182	9077	遷
04183	A04183	9075	遵
04184	A04184	9074	遴
04185	A04185	9078	選
04186	A04186	9072	遲
04187	A04187	907C	遼
04188	A04188	907A	遺
04189	A04189	907F	避
04190	A04190	907D	遽
04191	A04191	9084	還
04192	A04192	9081	邁
04193	A04193	9082	邂
04194	A04194	9080	邀
04195	A04195	9087	邇
04196	A04196	908A	邊
04197	A04197	9090	邐
04198	A04198	908F	邏
04199	A04199	9091	邑
04200	A04200	9095	邕
04201	A04201	90A2	邢
04202	A04202	90AA	邪
04203	A04203	90A6	邦
04204	A04204	90A3	那
04205	A04205	90B5	邵
04206	A04206	90B8	邸
04207	A04207	90B1	邱
04208	A04208	90CA	郊
04209	A04209	90CE	郎
04210	A04210	90C1	郁
04211	A04211	90E1	郡
04212	A04212	90E8	部
04213	A04213	90ED	郭
04214	A04214	90FD	都
04215	A04215	9102	鄂
04216	A04216	90F5	郵
04217	A04217	9109	鄉
04218	A04218	9112	鄒
04219	A04219	9119	鄙
04220	A04220	9130	鄰
04221	A04221	912D	鄭
04222	A04222	9127	鄧
04223	A04223	9131	鄱
04224	A04224	9139	鄹
04225	A04225	9149	酉
04226	A04226	914B	酋
04227	A04227	914A	酊
04228	A04228	9152	酒
04229	A04229	914D	配
04230	A04230	914C	酌
04231	A04231	9157	酗
04232	A04232	9163	酣
04233	A04233	9165	酥
04234	A04234	916C	酬
04235	A04235	916A	酪
04236	A04236	9169	酩
04237	A04237	9175	酵
04238	A04238	9178	酸
04239	A04239	9177	酷
04240	A04240	9187	醇
04241	A04241	9189	醉
04242	A04242	918B	醋
04243	A04243	9183	醃
04244	A04244	9192	醒
04245	A04245	91A3	醣
04246	A04246	919E	醞
04247	A04247	919C	醜
04248	A04248	91AB	醫
04249	A04249	91AC	醬
04250	A04250	91BA	醺
04251	A04251	91C0	釀
04252	A04252	91C1	釁
04253	A04253	91C7	采
04254	A04254	91C9	釉
04255	A04255	91CB	釋
04256	A04256	91CC	里
04257	A04257	91CD	重
04258	A04258	91CE	野
04259	A04259	91CF	量
04260	A04260	91D0	釐
04261	A04261	91D1	金
04262	A04262	91D8	釘
04263	A04263	91DD	針
04264	A04264	91D7	釗
04265	A04265	91DC	釜
04266	A04266	91F5	釵
04267	A04267	91E6	釦
04268	A04268	91E3	釣
04269	A04269	91E7	釧
04270	A04270	9214	鈔
04271	A04271	9223	鈣
04272	A04272	9215	鈕
04273	A04273	9209	鈉
04274	A04274	921E	鈞
04275	A04275	920D	鈍
04276	A04276	9210	鈐
04277	A04277	9237	鈷
04278	A04278	9257	鉗
04279	A04279	9238	鈸
04280	A04280	923D	鈽
04281	A04281	9240	鉀
04282	A04282	923E	鈾
04283	A04283	925B	鉛
04284	A04284	924B	鉋
04285	A04285	9264	鉤
04286	A04286	9251	鉑
04287	A04287	9234	鈴
04288	A04288	9278	鉸
04289	A04289	92AC	銬
04290	A04290	9280	銀
04291	A04291	9285	銅
04292	A04292	9298	銘
04293	A04293	9296	銖
04294	A04294	927B	鉻
04295	A04295	9293	銓
04296	A04296	929C	銜
04297	A04297	92C5	鋅
04298	A04298	92BB	銻
04299	A04299	92B7	銷
04300	A04300	92EA	鋪
04301	A04301	92E4	鋤
04302	A04302	92C1	鋁
04303	A04303	92B3	銳
04304	A04304	92BC	銼
04305	A04305	92D2	鋒
04306	A04306	9320	錠
04307	A04307	9336	錶
04308	A04308	92F8	鋸
04309	A04309	9333	錳
04310	A04310	932F	錯
04311	A04311	9322	錢
04312	A04312	92FC	鋼
04313	A04313	932B	錫
04314	A04314	9304	錄
04315	A04315	931A	錚
04316	A04316	9310	錐
04317	A04317	9326	錦
04318	A04318	934D	鍍
04319	A04319	9382	鎂
04320	A04320	9328	錨
04321	A04321	9375	鍵
04322	A04322	934A	鍊
04323	A04323	9365	鍥
04324	A04324	934B	鍋
04325	A04325	9318	錘
04326	A04326	937E	鍾
04327	A04327	936C	鍬
04328	A04328	935B	鍛
04329	A04329	9370	鍰
04330	A04330	9394	鎔
04331	A04331	938A	鎊
04332	A04332	9396	鎖
04333	A04333	93A2	鎢
04334	A04334	93B3	鎳
04335	A04335	93AE	鎮
04336	A04336	93E1	鏡
04337	A04337	93D1	鏑
04338	A04338	93DF	鏟
04339	A04339	93C3	鏃
04340	A04340	93C8	鏈
04341	A04341	93DC	鏜
04342	A04342	93DD	鏝
04343	A04343	93D6	鏖
04344	A04344	93E2	鏢
04345	A04345	93CD	鏍
04346	A04346	93D8	鏘
04347	A04347	93E4	鏤
04348	A04348	93D7	鏗
04349	A04349	9418	鐘
04350	A04350	9403	鐃
04351	A04351	93FD	鏽
04352	A04352	942E	鐮
04353	A04353	9433	鐳
04354	A04354	9435	鐵
04355	A04355	943A	鐺
04356	A04356	9438	鐸
04357	A04357	9432	鐲
04358	A04358	9444	鑄
04359	A04359	9451	鑑
04360	A04360	9452	鑒
04361	A04361	9463	鑣
04362	A04362	9460	鑠
04363	A04363	9472	鑲
04364	A04364	9470	鑰
04365	A04365	947D	鑽
04366	A04366	947E	鑾
04367	A04367	947C	鑼
04368	A04368	947F	鑿
04369	A04369	9577	長
04370	A04370	9580	門
04371	A04371	9582	閂
04372	A04372	9583	閃
04373	A04373	9589	閉
04374	A04374	9594	閔
04375	A04375	958F	閏
04376	A04376	958B	開
04377	A04377	9591	閑
04378	A04378	9593	間
04379	A04379	9592	閒
04380	A04380	9598	閘
04381	A04381	95A1	閡
04382	A04382	95A8	閨
04383	A04383	95A9	閩
04384	A04384	95A3	閣
04385	A04385	95A5	閥
04386	A04386	95A4	閤
04387	A04387	95AD	閭
04388	A04388	95B1	閱
04389	A04389	95BB	閻
04390	A04390	95CA	闊
04391	A04391	95CB	闋
04392	A04392	95CC	闌
04393	A04393	95C8	闈
04394	A04394	95C6	闆
04395	A04395	95D4	闔
04396	A04396	95D6	闖
04397	A04397	95D0	闐
04398	A04398	95DC	關
04399	A04399	95E1	闡
04400	A04400	95E2	闢
04401	A04401	961C	阜
04402	A04402	9621	阡
04403	A04403	9632	防
04404	A04404	962E	阮
04405	A04405	9631	阱
04406	A04406	962A	阪
04407	A04407	9640	陀
04408	A04408	963F	阿
04409	A04409	963B	阻
04410	A04410	9644	附
04411	A04411	9650	限
04412	A04412	964B	陋
04413	A04413	964C	陌
04414	A04414	964D	降
04415	A04415	9662	院
04416	A04416	9663	陣
04417	A04417	9661	陡
04418	A04418	965B	陛
04419	A04419	965D	陝
04420	A04420	9664	除
04421	A04421	966A	陪
04422	A04422	9675	陵
04423	A04423	9673	陳
04424	A04424	9678	陸
04425	A04425	9670	陰
04426	A04426	9674	陴
04427	A04427	9676	陶
04428	A04428	9677	陷
04429	A04429	968A	隊
04430	A04430	968E	階
04431	A04431	968B	隋
04432	A04432	967D	陽
04433	A04433	9685	隅
04434	A04434	9686	隆
04435	A04435	968D	隍
04436	A04436	9672	陲
04437	A04437	9698	隘
04438	A04438	9694	隔
04439	A04439	9695	隕
04440	A04440	9699	隙
04441	A04441	969C	障
04442	A04442	969B	際
04443	A04443	96A7	隧
04444	A04444	96A8	隨
04445	A04445	96AA	險
04446	A04446	96B1	隱
04447	A04447	96B4	隴
04448	A04448	96B8	隸
04449	A04449	96BB	隻
04450	A04450	96C0	雀
04451	A04451	96C1	雁
04452	A04452	96C5	雅
04453	A04453	96C4	雄
04454	A04454	96CB	雋
04455	A04455	96C6	集
04456	A04456	96C7	雇
04457	A04457	96CD	雍
04458	A04458	96C9	雉
04459	A04459	96CC	雌
04460	A04460	96D5	雕
04461	A04461	96D6	雖
04462	A04462	96DC	雜
04463	A04463	96D9	雙
04464	A04464	96DB	雛
04465	A04465	96DE	雞
04466	A04466	96E2	離
04467	A04467	96E3	難
04468	A04468	96E8	雨
04469	A04469	96EA	雪
04470	A04470	96EF	雯
04471	A04471	96F2	雲
04472	A04472	96F7	雷
04473	A04473	96FB	電
04474	A04474	96F9	雹
04475	A04475	96F6	零
04476	A04476	9700	需
04477	A04477	9704	霄
04478	A04478	9706	霆
04479	A04479	9707	震
04480	A04480	9709	霉
04481	A04481	970E	霎
04482	A04482	9711	霑
04483	A04483	9716	霖
04484	A04484	970D	霍
04485	A04485	9713	霓
04486	A04486	970F	霏
04487	A04487	971C	霜
04488	A04488	971E	霞
04489	A04489	972A	霪
04490	A04490	9727	霧
04491	A04491	9738	霸
04492	A04492	9739	霹
04493	A04493	9732	露
04494	A04494	973D	霽
04495	A04495	973E	霾
04496	A04496	9742	靂
04497	A04497	9748	靈
04498	A04498	9744	靄
04499	A04499	9752	青
04500	A04500	9756	靖
04501	A04501	975B	靛
04502	A04502	975C	靜
04503	A04503	975E	非
04504	A04504	9760	靠
04505	A04505	9761	靡
04506	A04506	9762	面
04507	A04507	9766	靦
04508	A04508	9768	靨
04509	A04509	9769	革
04510	A04510	9774	靴
04511	A04511	9776	靶
04512	A04512	977C	靼
04513	A04513	9785	鞅
04514	A04514	978D	鞍
04515	A04515	978B	鞋
04516	A04516	978F	鞏
04517	A04517	9798	鞘
04518	A04518	97A0	鞠
04519	A04519	97A3	鞣
04520	A04520	97A6	鞦
04521	A04521	97AD	鞭
04522	A04522	97C3	韃
04523	A04523	97C1	韁
04524	A04524	97C6	韆
04525	A04525	97CB	韋
04526	A04526	97CC	韌
04527	A04527	97D3	韓
04528	A04528	97DC	韜
04529	A04529	97ED	韭
04530	A04530	97F3	音
04531	A04531	7AE0	章
04532	A04532	7ADF	竟
04533	A04533	97F6	韶
04534	A04534	97FB	韻
04535	A04535	97FF	響
04536	A04536	9801	頁
04537	A04537	9802	頂
04538	A04538	9803	頃
04539	A04539	9805	項
04540	A04540	9806	順
04541	A04541	9808	須
04542	A04542	9810	預
04543	A04543	9811	頑
04544	A04544	9813	頓
04545	A04545	980A	頊
04546	A04546	9812	頒
04547	A04547	980C	頌
04548	A04548	9817	頗
04549	A04549	9818	領
04550	A04550	9821	頡
04551	A04551	9830	頰
04552	A04552	9838	頸
04553	A04553	983B	頻
04554	A04554	9837	頷
04555	A04555	982D	頭
04556	A04556	9839	頹
04557	A04557	9824	頤
04558	A04558	9846	顆
04559	A04559	984D	額
04560	A04560	984F	顏
04561	A04561	984C	題
04562	A04562	984E	顎
04563	A04563	9853	顓
04564	A04564	985E	類
04565	A04565	9858	願
04566	A04566	985B	顛
04567	A04567	9867	顧
04568	A04568	986B	顫
04569	A04569	986F	顯
04570	A04570	9870	顰
04571	A04571	9871	顱
04572	A04572	98A8	風
04573	A04573	98AF	颯
04574	A04574	98B1	颱
04575	A04575	98B3	颳
04576	A04576	98B6	颶
04577	A04577	98BA	颺
04578	A04578	98BC	颼
04579	A04579	98C4	飄
04580	A04580	98DB	飛
04581	A04581	98DF	食
04582	A04582	98E2	飢
04583	A04583	98E7	飧
04584	A04584	98EA	飪
04585	A04585	98EF	飯
04586	A04586	98E9	飩
04587	A04587	98F2	飲
04588	A04588	98ED	飭
04589	A04589	98FC	飼
04590	A04590	98F4	飴
04591	A04591	98FD	飽
04592	A04592	98FE	飾
04593	A04593	9903	餃
04594	A04594	9905	餅
04595	A04595	990C	餌
04596	A04596	9909	餉
04597	A04597	990A	養
04598	A04598	9913	餓
04599	A04599	9912	餒
04600	A04600	9918	餘
04601	A04601	9910	餐
04602	A04602	9928	館
04603	A04603	991E	餞
04604	A04604	991B	餛
04605	A04605	9921	餡
04606	A04606	9935	餵
04607	A04607	993E	餾
04608	A04608	993F	餿
04609	A04609	993D	餽
04610	A04610	9945	饅
04611	A04611	9952	饒
04612	A04612	9951	饑
04613	A04613	995C	饜
04614	A04614	995E	饞
04615	A04615	9996	首
04616	A04616	9999	香
04617	A04617	99A5	馥
04618	A04618	99A8	馨
04619	A04619	99AC	馬
04620	A04620	99AE	馮
04621	A04621	99AD	馭
04622	A04622	99B3	馳
04623	A04623	99B1	馱
04624	A04624	99B4	馴
04625	A04625	99C1	駁
04626	A04626	99DD	駝
04627	A04627	99D0	駐
04628	A04628	99DF	駟
04629	A04629	99DB	駛
04630	A04630	99D1	駑
04631	A04631	99D5	駕
04632	A04632	99D2	駒
04633	A04633	99D9	駙
04634	A04634	99ED	駭
04635	A04635	99E2	駢
04636	A04636	99F1	駱
04637	A04637	9A01	騁
04638	A04638	99FF	駿
04639	A04639	9A0E	騎
04640	A04640	9A16	騖
04641	A04641	9A19	騙
04642	A04642	9A2B	騫
04643	A04643	9A30	騰
04644	A04644	9A37	騷
04645	A04645	9A45	驅
04646	A04646	9A43	驃
04647	A04647	9A40	驀
04648	A04648	9A3E	騾
04649	A04649	9A55	驕
04650	A04650	9A5A	驚
04651	A04651	9A5B	驛
04652	A04652	9A57	驗
04653	A04653	9A5F	驟
04654	A04654	9A62	驢
04655	A04655	9A65	驥
04656	A04656	9A6A	驪
04657	A04657	9AA8	骨
04658	A04658	9AAF	骯
04659	A04659	9AB0	骰
04660	A04660	9AB7	骷
04661	A04661	9AB8	骸
04662	A04662	9ABC	骼
04663	A04663	9ACF	髏
04664	A04664	9AD2	髒
04665	A04665	9AD3	髓
04666	A04666	9AD4	體
04667	A04667	9AD8	高
04668	A04668	9AE6	髦
04669	A04669	9AEE	髮
04670	A04670	9AEF	髯
04671	A04671	9AFB	髻
04672	A04672	9AED	髭
04673	A04673	9B03	鬃
04674	A04674	9B06	鬆
04675	A04675	9B0D	鬍
04676	A04676	9B1A	鬚
04677	A04677	9B22	鬢
04678	A04678	9B25	鬥
04679	A04679	9B27	鬧
04680	A04680	9B28	鬨
04681	A04681	9B31	鬱
04682	A04682	9B32	鬲
04683	A04683	9B3C	鬼
04684	A04684	9B41	魁
04685	A04685	9B42	魂
04686	A04686	9B45	魅
04687	A04687	9B44	魄
04688	A04688	9B4F	魏
04689	A04689	9B54	魔
04690	A04690	9B58	魘
04691	A04691	9B5A	魚
04692	A04692	9B77	魷
04693	A04693	9B6F	魯
04694	A04694	9B91	鮑
04695	A04695	9BAE	鮮
04696	A04696	9BAB	鮫
04697	A04697	9BAA	鮪
04698	A04698	9BCA	鯊
04699	A04699	9BC9	鯉
04700	A04700	9BFD	鯽
04701	A04701	9BE8	鯨
04702	A04702	9BE7	鯧
04703	A04703	9C13	鰓
04704	A04704	9C0D	鰍
04705	A04705	9C2D	鰭
04706	A04706	9C25	鰥
04707	A04707	9C49	鱉
04708	A04708	9C31	鰱
04709	A04709	9C3E	鰾
04710	A04710	9C3B	鰻
04711	A04711	9C54	鱔
04712	A04712	9C57	鱗
04713	A04713	9C56	鱖
04714	A04714	9C77	鱷
04715	A04715	9C78	鱸
04716	A04716	9CE5	鳥
04717	A04717	9CE9	鳩
04718	A04718	9CF4	鳴
04719	A04719	9CF6	鳶
04720	A04720	9CF3	鳳
04721	A04721	9D06	鴆
04722	A04722	9D09	鴉
04723	A04723	9D15	鴕
04724	A04724	9D23	鴣
04725	A04725	9D26	鴦
04726	A04726	9D28	鴨
04727	A04727	9D12	鴒
04728	A04728	9D1B	鴛
04729	A04729	9D3B	鴻
04730	A04730	9D3F	鴿
04731	A04731	9D51	鵑
04732	A04732	9D5D	鵝
04733	A04733	9D60	鵠
04734	A04734	9D89	鶉
04735	A04735	9D61	鵡
04736	A04736	9D72	鵲
04737	A04737	9D6A	鵪
04738	A04738	9D6C	鵬
04739	A04739	9DAF	鶯
04740	A04740	9DB4	鶴
04741	A04741	9DC2	鷂
04742	A04742	9DD3	鷓
04743	A04743	9DD7	鷗
04744	A04744	9DE5	鷥
04745	A04745	9DF9	鷹
04746	A04746	9DFA	鷺
04747	A04747	9E1A	鸚
04748	A04748	9E1E	鸞
04749	A04749	9E79	鹹
04750	A04750	9E7C	鹼
04751	A04751	9E7D	鹽
04752	A04752	9E7F	鹿
04753	A04753	9E82	麂
04754	A04754	9E8B	麋
04755	A04755	9E92	麒
04756	A04756	9E97	麗
04757	A04757	9E93	麓
04758	A04758	9E9D	麝
04759	A04759	9E9F	麟
04760	A04760	9EA5	麥
04761	A04761	9EA9	麩
04762	A04762	9EB4	麴
04763	A04763	9EB5	麵
04764	A04764	9EBB	麻
04765	A04765	9EBC	麼
04766	A04766	9EBE	麾
04767	A04767	9EC3	黃
04768	A04768	9ECD	黍
04769	A04769	9ECE	黎
04770	A04770	9ECF	黏
04771	A04771	9ED1	黑
04772	A04772	58A8	墨
04773	A04773	9ED8	默
04774	A04774	9ED4	黔
04775	A04775	9EDE	點
04776	A04776	9EDC	黜
04777	A04777	9EDD	黝
04778	A04778	9EDB	黛
04779	A04779	9EE0	黠
04780	A04780	9EE8	黨
04781	A04781	9EEF	黯
04782	A04782	9EF4	黴
04783	A04783	9EF7	黷
04784	A04784	9F07	鼇
04785	A04785	9F0E	鼎
04786	A04786	9F13	鼓
04787	A04787	9F15	鼕
04788	A04788	9F19	鼙
04789	A04789	9F20	鼠
04790	A04790	9F2C	鼬
04791	A04791	9F34	鼴
04792	A04792	9F3B	鼻
04793	A04793	9F3E	鼾
04794	A04794	9F4A	齊
04795	A04795	9F4B	齋
04796	A04796	9F52	齒
04797	A04797	9F5F	齟
04798	A04798	9F63	齣
04799	A04799	9F61	齡
04800	A04800	9F5C	齜
04801	A04801	9F66	齦
04802	A04802	9F6C	齬
04803	A04803	9F6A	齪
04804	A04804	9F77	齷
04805	A04805	9F72	齲
04806	A04806	9F8D	龍
04807	A04807	9F94	龔
04808	A04808	9F9C	龜
